Source,Relation,Target
BIOTECH_TRIAL:NCT04464174,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT04464174,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03045393,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03045393,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03045393,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04142931,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04142931,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04142931,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04861077,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT04861077,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05969184,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05969184,TARGETS_BIOMARKER,CDK4
BIOTECH_TRIAL:NCT05969184,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT05969184,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04758780,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04758780,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04758780,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03213041,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03213041,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03213041,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03213041,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06632405,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06632405,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06632405,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02183805,USES_DRUG_TYPE,CELLULAR
BIOTECH_TRIAL:NCT02183805,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03797326,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03797326,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03797326,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03797326,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT00930930,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT00930930,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT00930930,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT03243838,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT03243838,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05485766,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05485766,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05485766,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT05485766,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05485766,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06926920,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06926920,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06926920,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04345913,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT04345913,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06845319,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06845319,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06845319,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT06845319,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04443348,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04443348,TARGETS_BIOMARKER,MYC
BIOTECH_TRIAL:NCT04443348,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04443348,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04443348,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05522491,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT05522491,TARGETS_BIOMARKER,BRCA1
BIOTECH_TRIAL:NCT05522491,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05522491,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT04584255,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04584255,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04584255,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT04584255,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT07046195,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT07046195,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT00203502,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT00203502,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT00203502,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04699630,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04699630,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06240195,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06240195,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06240195,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04690855,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04690855,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT04690855,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04690855,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT04690855,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04690855,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05746897,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05746897,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05746897,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05746897,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT00546156,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT00546156,TARGETS_BIOMARKER,MYC
BIOTECH_TRIAL:NCT00546156,TARGETS_BIOMARKER,VEGF
BIOTECH_TRIAL:NCT00546156,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT00546156,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03853707,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT03853707,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03853707,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03853707,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03620643,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT03620643,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03620643,HAS_DRUG_CLASS,Hormonal therapy
BIOTECH_TRIAL:NCT05340413,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT05340413,TARGETS_BIOMARKER,BRCA1
BIOTECH_TRIAL:NCT05340413,TARGETS_BIOMARKER,BRCA2
BIOTECH_TRIAL:NCT05340413,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05340413,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT07038369,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT07038369,TARGETS_BIOMARKER,AKT
BIOTECH_TRIAL:NCT07038369,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT07038369,HAS_DRUG_CLASS,Hormonal therapy
BIOTECH_TRIAL:NCT02374242,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02374242,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02374242,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02374242,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01975831,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT01975831,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT01975831,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01975831,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01094184,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT01094184,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01094184,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05215470,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05215470,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05215470,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05215470,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01597193,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT01597193,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01597193,HAS_DRUG_CLASS,Hormonal therapy
BIOTECH_TRIAL:NCT02527434,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02527434,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03517488,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03517488,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03517488,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05200143,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05200143,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT05200143,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05200143,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05200143,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03564691,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03564691,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03564691,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03564691,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06371807,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06371807,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06371807,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT06371807,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06754904,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06754904,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06754904,INVOLVES_PATHWAY,Immune checkpoint
BIOTECH_TRIAL:NCT06754904,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT06754904,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03475953,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03475953,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05005403,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05005403,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05005403,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02981303,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02981303,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02981303,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02981303,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02309177,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02309177,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02309177,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02309177,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06224673,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06224673,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03390608,USES_DRUG_TYPE,HORMONAL
BIOTECH_TRIAL:NCT03390608,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06691594,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06691594,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06691594,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03818685,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03818685,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03818685,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05981326,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05981326,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05981326,INVOLVES_PATHWAY,Immune checkpoint
BIOTECH_TRIAL:NCT05627960,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02264678,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02264678,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02264678,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT02264678,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02716272,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02716272,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02716272,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02833883,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT00733408,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT00733408,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT00733408,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02730130,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02730130,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02730130,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02730130,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05064280,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05064280,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05064280,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05064280,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05520138,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT05520138,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06409221,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT06409221,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02259114,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT02259114,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05269381,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT05269381,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05269381,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05269381,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04148937,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04148937,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04148937,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04148937,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06610097,USES_DRUG_TYPE,IMMUNO
BIOTECH_TRIAL:NCT06610097,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02432963,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02432963,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02432963,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT02432963,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04925284,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04925284,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04925284,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04925284,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03483012,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03483012,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03483012,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03483012,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06910072,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06910072,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06910072,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01810016,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT01810016,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01810016,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03122522,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03122522,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03122522,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03122522,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06702995,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT06702995,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03043599,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03043599,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03043599,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03043599,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01234402,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT01234402,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01234402,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06636591,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06636591,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06636591,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04501523,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04501523,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04501523,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02210104,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02210104,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02210104,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05101096,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05101096,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05101096,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06955156,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06955156,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06955156,TARGETS_BIOMARKER,CDK4
BIOTECH_TRIAL:NCT06955156,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT02500901,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT02500901,TARGETS_BIOMARKER,PARP
BIOTECH_TRIAL:NCT02500901,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02500901,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT02574455,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT02574455,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02574455,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT00892736,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT00892736,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03095352,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03095352,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03095352,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT03095352,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT04140526,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04140526,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04140526,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04140526,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03000257,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03000257,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03000257,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05325866,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05325866,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05325866,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06435351,USES_DRUG_TYPE,VACCINE
BIOTECH_TRIAL:NCT04094519,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT04094519,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04602117,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04602117,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04602117,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05585034,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05585034,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05585034,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05585034,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03343613,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03343613,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT01105312,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT04577963,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04577963,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04577963,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT05809895,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05809895,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05809895,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05809895,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01927627,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT01927627,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01194908,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT01194908,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT01194908,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT01194908,HAS_DRUG_CLASS,Hormonal therapy
BIOTECH_TRIAL:NCT04159818,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT04159818,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT04159818,INVOLVES_PATHWAY,Immune checkpoint
BIOTECH_TRIAL:NCT04159818,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT04159818,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02067741,USES_DRUG_TYPE,PROTEIN
BIOTECH_TRIAL:NCT02067741,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05741164,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05741164,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05741164,INVOLVES_PATHWAY,Immune checkpoint
BIOTECH_TRIAL:NCT05741164,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05741164,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06532812,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06532812,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT06532812,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT06532812,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT02423603,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT02423603,TARGETS_BIOMARKER,AKT
BIOTECH_TRIAL:NCT02423603,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02423603,HAS_DRUG_CLASS,Kinase inhibitor
BIOTECH_TRIAL:NCT03109080,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT03109080,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03109080,HAS_DRUG_CLASS,PARP inhibitor
BIOTECH_TRIAL:NCT05007106,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05007106,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05007106,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05007106,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03569280,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT03569280,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT02799745,USES_DRUG_TYPE,TARGETED_BIOLOGIC_SMALL_MOLECULE
BIOTECH_TRIAL:NCT02799745,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05383170,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT05383170,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT05383170,HAS_DRUG_CLASS,Checkpoint inhibitor
BIOTECH_TRIAL:NCT05383170,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT03313323,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT03313323,TARGETS_BIOMARKER,AR
BIOTECH_TRIAL:NCT03313323,HAS_DRUG_CLASS,Antibody
BIOTECH_TRIAL:NCT06793553,USES_DRUG_TYPE,ANTIBODY
BIOTECH_TRIAL:NCT06793553,TARGETS_BIOMARKER,PD-L1
BIOTECH_TRIAL:NCT06793553,TARGETS_BIOMARKER,AR
